user,item,score,predicted_score
6,339,80.0,72.25494327457733
6,371,60.0,75.86461208536464
6,174,60.0,50.27503103896814
6,354,80.0,87.087997723888
6,799,60.0,80.92456217677675
6,880,60.0,51.264144192233644
6,357,60.0,73.83210976612055
6,509,60.0,80.6018787605692
6,364,100.0,100.0
6,996,80.0,56.82600628631877
6,204,60.0,56.43619045880268
6,830,100.0,60.01696533723559
6,22,100.0,69.600663021883
6,704,60.0,48.76818943390478
6,475,80.0,87.9356282251437
6,150,80.0,96.967521412993
6,45,60.0,68.094552948601
7,6539,90.0,86.07512728501571
7,32587,70.0,70.77634747854965
7,4018,80.0,24.43316890149499
7,2701,30.0,10.0
7,32296,40.0,33.328710677823935
7,3977,50.0,33.389890232241704
7,46530,20.0,38.339375544775194
8,34,100.0,88.47783166372098
8,186,80.0,41.915522491830785
8,50,100.0,99.64408725512185
8,11,80.0,64.60078901705816
8,377,80.0,61.249553786123684
8,110,60.0,89.92326223993962
9,6001,80.0,90.2424465677567
9,2011,60.0,84.7798798184476
9,4558,20.0,33.9939946650873
9,5893,80.0,50.00297298108018
10,912,80.0,92.3838280176006
10,356,70.0,82.13212762753405
10,98203,60.0,25.61269644167336
10,92259,100.0,75.94726639760472
10,60397,60.0,65.39496650633738
10,81845,100.0,61.0686712638673
10,2571,10.0,77.46947323443683
10,81784,50.0,41.27945651247465
10,105211,50.0,62.52334906871551
10,6535,80.0,36.70412575913299
10,95167,80.0,64.33664159451568
11,318,80.0,100.0
11,480,80.0,97.29982463908588
11,208,60.0,58.70298408913554
11,2002,40.0,55.3067271729678
11,36,80.0,85.08649823999345
12,63992,100.0,64.66914973868475
12,4018,90.0,75.28285551575333
12,40629,100.0,83.19576030448584
13,2571,100.0,100.0
13,3952,60.0,64.81384765783734
14,282,100.0,57.71564847209669
14,455,60.0,33.22447113329274
14,376,80.0,64.95909733858073
15,2150,100.0,84.3237159241259
15,1527,60.0,72.91567955009913
15,6874,60.0,61.06529289998237
15,3555,80.0,62.47232129356042
15,3617,30.0,41.96225275648354
15,172,20.0,49.07304116348336
15,4993,70.0,71.57904963175955
15,47,70.0,71.33942292970885
15,110102,30.0,53.67985156545454
15,122924,20.0,77.84292583024546
15,6377,60.0,71.0088620770392
15,59315,40.0,64.17293657774867
15,94864,60.0,59.24652228913108
16,7361,70.0,76.70091900187894
16,293,80.0,79.88407995367663
16,1252,90.0,83.62135068874431
16,923,70.0,79.39700353482012
16,2019,80.0,77.73684185353831
16,1213,70.0,75.40591083316788
16,2641,60.0,52.19254174006653
16,318,80.0,79.65099931124267
16,1186,70.0,62.32130561687908
16,1198,70.0,70.23236938558574
16,527,80.0,68.94723274795768
16,1276,80.0,75.67393817638265
17,590,90.0,85.76439416848352
17,2571,100.0,96.53937706408902
17,150,70.0,91.60565637454157
17,1221,90.0,96.79874400169447
17,111,80.0,92.11963015371292
17,293,70.0,87.08004544882932
17,2329,90.0,94.92503040930774
18,85414,70.0,77.58327411921333
18,79695,70.0,56.1550854128764
18,57640,70.0,83.72569901234188
18,1252,80.0,98.39909396078072
18,2953,60.0,42.70669878326968
18,3275,90.0,87.55414568262722
18,6377,80.0,87.42328989484969
18,109487,90.0,77.01824716531353
18,53464,50.0,38.36165793794727
18,51540,90.0,85.33796621639237
18,3081,80.0,77.86503748006659
18,38061,80.0,91.83718696050236
18,104879,60.0,83.04969945478575
18,98809,80.0,81.72964877415286
18,3578,90.0,92.19306566695731
18,91485,70.0,61.027382905625785
18,1089,80.0,94.69382362345951
18,27773,70.0,89.45768522397597
18,380,50.0,73.74910539457524
18,56757,80.0,85.04078183506091
18,5349,80.0,72.69695763621309
18,223,80.0,82.0395742303707
18,97752,70.0,77.06745770883282
18,6378,60.0,80.88321671830234
18,1036,80.0,88.24690759315601
18,1704,80.0,93.19150657975871
18,6539,90.0,80.32864028135695
18,5956,80.0,81.05339422495832
18,6373,70.0,59.338776726811794
18,7323,60.0,83.67178920778872
18,51662,70.0,71.05633311006989
18,74789,70.0,58.17377889331651
18,8984,60.0,49.50332248382388
18,112421,80.0,98.84636469918343
18,8644,70.0,68.82460331483445
18,122886,80.0,83.14362672525453
18,6888,10.0,40.024181393395885
18,71156,60.0,57.16371773899878
18,112183,70.0,54.471115521301336
18,116797,90.0,90.34081993801647
18,148626,80.0,80.48978666900712
18,7317,60.0,59.295426618832686
18,88129,60.0,84.38584140734287
18,122918,80.0,75.28905546600679
18,2194,70.0,85.07382429790772
18,2422,60.0,19.38509116923563
19,3534,40.0,61.575711689365605
19,551,100.0,67.09600384316599
19,2244,40.0,10.031547552733
19,745,80.0,78.23874712848034
19,911,60.0,77.1776898866728
19,1037,20.0,42.71295266700442
19,611,40.0,35.0473715329582
19,32,80.0,85.33654207726582
19,1614,40.0,37.74519908974011
19,2723,100.0,45.46317842471966
19,2700,80.0,73.44485863448678
19,2628,60.0,45.515501743339726
19,2867,60.0,54.738846641396506
19,921,60.0,59.421713275158716
19,2169,40.0,32.627085270887704
19,2446,40.0,29.712688321652127
19,2321,60.0,62.71243804514022
19,2335,60.0,49.261549977660984
19,1885,40.0,45.88642913292629
19,500,40.0,67.27253380124522
19,366,40.0,40.58636868798347
19,2148,40.0,49.85807382630713
19,1089,60.0,97.96039740716043
19,2572,60.0,51.31548198770437
19,2640,60.0,70.05921113618848
19,2193,60.0,61.83573709137302
19,1591,40.0,37.45411101376923
19,161,40.0,55.133711499404214
19,1806,40.0,29.55964895589869
19,3825,60.0,35.0097270632522
19,10,40.0,62.5870831537824
19,432,60.0,27.76601561754283
19,3424,40.0,80.12834496736836
19,785,40.0,52.05905856536496
19,3705,40.0,37.016635861481575
19,542,40.0,44.38724848214495
19,3686,60.0,57.84505189230925
19,2012,60.0,52.501394418355765
19,3190,20.0,41.66568733247898
19,3745,80.0,57.07159237939091
19,2072,40.0,40.89163906493749
19,2338,20.0,23.15077431597875
19,3254,40.0,44.47407254636262
19,1291,100.0,94.97133231841332
19,252,60.0,51.248285251921175
19,1210,60.0,100.0
19,3253,40.0,67.38842686927671
19,2668,40.0,47.24526782070077
19,931,80.0,69.83584737527471
19,3797,60.0,24.18404278501703
19,333,40.0,55.239679225265895
19,3497,40.0,47.5473715329582
19,3219,40.0,42.16748973778529
19,1566,80.0,51.599186300393605
19,1330,40.0,10.0
19,289,40.0,57.28868744405787
19,7,40.0,44.9260263504415
19,673,20.0,47.748161655146845
19,455,40.0,22.94398712064113
19,2622,60.0,40.88070486629154
19,586,60.0,46.879965858597316
19,2046,40.0,54.257304274293155
19,2011,40.0,59.679093687293516
20,1015,70.0,70.42457511957886
20,4270,10.0,50.96696326081364
20,2137,90.0,86.6113004980561
20,2167,40.0,73.76305353122622
20,2857,80.0,78.4131166015167
20,5013,90.0,85.71315780276375
20,3535,20.0,93.83683817993554
20,595,100.0,88.8292674132564
20,4370,60.0,61.453745024600906
20,2355,80.0,88.35884636488333
20,2090,60.0,81.73300361759543
20,3396,100.0,92.50347976398334
20,2089,90.0,71.82738685230072
20,3988,70.0,67.3640663730174
20,4366,30.0,72.03907355718756
20,3114,100.0,100.0
20,2987,100.0,79.51097493120338
20,2087,90.0,94.49706497786924
20,4232,10.0,62.51924004712029
20,1148,100.0,100.0
20,4019,80.0,73.81908523088072
20,2141,90.0,72.85665900594822
20,5110,60.0,91.88554645536797
20,594,100.0,86.38098125134228
20,1688,90.0,70.54911452466409
21,1580,90.0,78.2281312251585
21,115617,80.0,82.5022324007368
21,111781,90.0,76.71411955106684
21,2378,50.0,57.88342771073683
21,56775,70.0,66.00737210715386
21,168252,60.0,94.11074573787894
21,168248,70.0,81.70138769157981
21,133419,60.0,62.02721449101551
21,2724,60.0,57.41954244877805
21,61160,20.0,63.859117070511225
21,69122,70.0,71.07689580934496
21,589,70.0,97.92127551355536
21,59900,60.0,65.81749208019349
21,101864,90.0,61.3870114138094
21,4638,80.0,58.17528792209094
21,72998,80.0,71.97293894894155
21,2,70.0,70.10014640176075
21,87520,70.0,42.212848602729956
21,2916,80.0,77.72677505306353
21,109374,70.0,68.32122845518941
21,8798,80.0,82.73254840754454
21,7373,60.0,65.53383781313292
21,5266,20.0,71.88875995784886
21,367,60.0,34.58943567478905
21,110130,80.0,94.12601350074293
21,4701,70.0,71.75293489657702
21,780,70.0,75.26580993991972
21,5952,40.0,75.92351303002084
21,1722,100.0,67.38176071035696
21,64032,50.0,55.21501175783246
21,2993,90.0,91.26638514629163
21,1527,50.0,69.06726651853701
21,3462,60.0,68.92134836095164
21,152081,80.0,84.12328961756052
21,105844,40.0,61.26222008938861
21,134368,70.0,74.31405058541897
21,1265,70.0,77.45498737542621
21,167036,80.0,69.02269377260646
21,110553,60.0,54.08742317309325
21,2628,80.0,75.13143346913334
22,107,90.0,55.69370668399947
22,30707,40.0,67.49806492719625
22,31658,50.0,67.9985666165727
22,52281,10.0,57.7054669701381
22,6377,70.0,68.08062663907299
22,68358,10.0,61.43798871102459
22,38038,10.0,58.248552183158964
22,3210,70.0,28.59826195176887
22,3578,80.0,48.80674736995386
22,60069,40.0,58.9681060253871
22,2959,70.0,68.20933155458333
22,1953,90.0,71.23459334433667
23,1252,90.0,79.59739503323652
23,1200,60.0,84.31303493416912
23,3949,100.0,71.31248524498749
23,1232,100.0,61.86274279891606
23,3000,70.0,72.63025796280536
23,3265,90.0,71.94185116696121
24,32,70.0,74.12687216983845
24,51662,80.0,71.53154976364311
24,1704,80.0,83.06011203636473
24,70286,80.0,79.34363014174625
24,69406,60.0,49.66300814417899
24,4855,80.0,72.49395064951035
24,2134,60.0,54.52324578968549
24,296,80.0,94.60835026452368
24,4299,70.0,46.37805700340739
24,34437,70.0,71.4448724489815
25,59315,80.0,96.17447418024398
27,3062,80.0,82.86685572934968
27,924,40.0,66.99526238522012
27,2094,80.0,55.19376117073091
27,367,80.0,58.75787013624216
27,2054,80.0,53.73330651906075
27,1721,100.0,74.58110062500727
27,745,100.0,79.0507185869224
27,455,60.0,33.08902244244708
27,1197,100.0,100.0
27,2174,40.0,62.57687096597015
27,1097,100.0,82.48156032971417
27,3471,80.0,80.49838595314469
28,1199,40.0,75.68732620658675
28,62,70.0,62.752441665978154
28,3198,60.0,69.39006743880108
28,2571,80.0,81.64767905217462
28,57368,40.0,64.60914655215927
28,442,20.0,44.87471024725768
28,61352,60.0,58.82286902182086
28,33004,60.0,61.33931616536402
28,8810,60.0,39.313373110506895
28,3176,60.0,49.68389736571738
28,3408,60.0,55.58628496667692
28,1101,60.0,56.56280514844262
28,5378,80.0,67.21302471013351
28,1580,60.0,53.56688020303511
28,147,50.0,62.70030552307844
28,1641,50.0,64.31161861075108
28,48738,60.0,77.08590495035433
28,64575,50.0,66.28372787789048
28,2912,50.0,65.36843866410561
28,3543,50.0,64.802575382583
28,7706,80.0,78.37210251899172
28,5632,60.0,60.14214725123012
28,63062,60.0,60.823944133148274
28,55820,90.0,77.17438727861924
28,3033,60.0,57.73492729433404
28,47629,40.0,69.84347254306687
28,337,70.0,59.147489466375
28,3967,80.0,67.95695143220794
28,1276,70.0,82.92987524819094
28,7458,80.0,48.82232819639522
28,53322,30.0,70.54442463800099
28,7481,90.0,59.883485457786705
28,318,70.0,96.04246842411112
28,996,40.0,37.10637620392515
28,40629,40.0,70.0440637519761
28,26750,70.0,54.88546377911096
28,27408,50.0,61.630906465108374
28,32587,70.0,64.82308550783792
28,290,60.0,67.93825930774791
28,36527,60.0,60.573947995876395
28,34150,60.0,36.17713330252667
28,48780,30.0,78.91820616611834
28,4370,60.0,54.274998373109284
28,6807,50.0,68.81360558881332
28,3681,70.0,85.36447949367796
28,475,80.0,81.14807552153339
28,6378,40.0,72.69940369968892
28,3100,80.0,64.2272697255821
28,6534,50.0,31.848435490460044
28,7153,70.0,85.38990783793665
28,899,40.0,70.87875303066916
29,27611,100.0,63.9484385070874
29,953,100.0,90.68552258436029
29,170,60.0,66.62297231743779
29,82459,100.0,81.61018004372485
29,50,70.0,92.93684995377623
29,780,80.0,62.607443436344106
29,1213,80.0,88.38930834535623
30,1036,80.0,91.76795184158603
31,1265,40.0,91.20538010466102
31,783,80.0,73.95222903431078
31,1099,40.0,90.24531650674967
31,1353,80.0,42.73548837458596
32,296,100.0,100.0
32,719,60.0,63.7240747296777
32,6,60.0,95.88045989105323
32,282,80.0,60.703748157840174
32,780,60.0,62.173437863477155
32,653,60.0,63.69098804557545
32,1061,80.0,75.76941957406967
32,440,80.0,71.63492828520044
32,852,80.0,59.35777534440363
32,345,100.0,75.36785642556698
32,788,20.0,52.69204524828367
32,694,60.0,50.04794947668196
32,1425,60.0,61.61090201136943
32,50,100.0,100.0
33,529,80.0,64.6418317341538
33,1719,100.0,99.25694682619348
33,580,20.0,67.15052353290926
33,1784,40.0,80.29971283200713
33,2310,80.0,46.6160806116663
33,1358,80.0,91.58737910284354
33,1658,40.0,61.580559467692005
33,2080,80.0,70.65769200040467
33,32,60.0,90.94276975553315
33,337,100.0,64.35967529183478
34,6539,100.0,78.03518027581676
34,4720,80.0,70.92245495113643
34,2671,60.0,46.81988409963095
34,3617,30.0,74.48334809155618
34,3977,90.0,54.21101591264073
34,2628,70.0,52.13653821193669
34,1391,20.0,50.95161251915438
34,6333,100.0,83.86626062918354
35,62,100.0,80.62723186575731
35,342,80.0,78.12165913951588
35,590,100.0,100.0
35,237,60.0,75.73942742918939
36,315,10.0,48.02397004528074
36,4085,40.0,40.129544782034074
36,6662,60.0,48.012283273934656
36,4995,20.0,72.0006840849132
36,318,80.0,88.34786181131753
36,3308,40.0,42.66415485335482
36,3798,60.0,56.84274018210847
36,1358,50.0,68.14011509247734
36,5464,30.0,48.90495845650541
37,292,80.0,68.94872154898302
37,153,60.0,68.2582426775285
38,367,40.0,50.4375602352215
38,11,100.0,78.96526818475051
39,1258,100.0,100.0
39,2700,100.0,87.82063912899254
39,908,60.0,82.88932787410425
39,1215,100.0,96.42907657237747
39,50,100.0,99.47756026699052
39,1210,100.0,96.21177309226819
39,1408,80.0,85.54691024914528
39,2366,100.0,70.12079571453899
39,608,100.0,90.35574918793374
40,199,60.0,100.0
40,337,100.0,88.31632621649686
41,2712,100.0,58.206148926355134
41,49530,80.0,76.73073475113777
41,2115,40.0,67.04574510303902
41,1088,30.0,53.60634002985633
41,3301,50.0,80.06271042173128
41,128360,80.0,49.27570092740008
41,3968,80.0,50.17977965348927
41,1584,40.0,54.914000291331554
41,4979,50.0,80.42015364444228
41,2692,80.0,68.72056994981487
41,3081,60.0,63.759906505272625
41,54272,80.0,75.60398274802955
41,30707,80.0,81.66837389811235
41,48394,60.0,74.73481639909448
41,86882,70.0,65.3664917791512
41,66097,80.0,63.23598060544528
41,1961,80.0,80.3922170097644
41,3996,70.0,72.40292870725145
41,3949,80.0,87.91941267884062
41,109374,70.0,82.72940297146556
41,597,60.0,61.07725370757731
42,2915,80.0,73.61985432557898
42,1573,80.0,74.48980346819378
42,1307,80.0,95.52627056384259
42,432,60.0,49.00989894001277
42,2706,100.0,74.2973598573069
42,296,100.0,100.0
42,2424,80.0,48.36827619692296
42,2002,60.0,59.36455843347918
42,4509,100.0,57.30402114770643
42,260,100.0,100.0
42,3261,40.0,73.5658350553487
42,4293,80.0,60.98841007549483
42,2997,80.0,98.35309661637642
42,590,80.0,99.12619118934516
42,468,80.0,59.37943586398889
42,2155,60.0,67.75488499886603
42,1682,60.0,98.94061230973765
42,2028,100.0,100.0
42,1876,80.0,68.90891775273326
42,3173,80.0,74.94813390683815
42,3082,100.0,66.26956404018047
42,3142,80.0,49.23344024288311
42,2580,80.0,97.95751016295921
42,858,100.0,100.0
42,1667,40.0,44.03201968922661
42,1124,100.0,85.96603594169011
42,733,40.0,82.55043466978702
42,141,20.0,77.7207783906865
42,236,60.0,75.01520072608024
42,592,60.0,70.11784354880567
42,2574,60.0,36.41421528685434
42,252,80.0,60.58032996708053
42,1231,100.0,90.87723299195036
42,1687,60.0,69.76223431279854
42,3098,80.0,75.61336306176132
42,2421,40.0,58.44408029924756
42,3408,80.0,69.53520320900788
43,329,100.0,85.22050599782408
43,79,100.0,76.8488060666628
43,374,100.0,66.05745526737991
43,11,80.0,95.75022652830324
43,434,100.0,76.67163455485982
43,110,60.0,100.0
43,595,100.0,100.0
43,648,100.0,83.82952122116104
43,174,100.0,67.46818585565558
43,419,100.0,81.49334884166595
44,1429,100.0,71.09163263586812
44,673,20.0,53.089582793519384
44,1405,80.0,57.91224724402953
44,3,60.0,83.97114348594248
44,805,80.0,75.73812488113391
44,1544,20.0,49.05487043154455
45,3175,60.0,82.69542702393687
45,367,80.0,62.15723986284854
45,316,80.0,71.31446272755872
45,317,60.0,50.08700908174635
45,4958,80.0,65.94092033007398
45,2672,20.0,60.76025081659098
45,2064,80.0,78.78726591526937
45,5528,100.0,93.47107013570562
45,2771,100.0,49.06261380106963
45,1393,100.0,79.01408708756003
45,2947,80.0,82.80937363274921
45,3793,100.0,91.16114643890823
45,849,60.0,49.80874131211864
45,2700,100.0,85.50715739682308
45,2094,60.0,60.35168233169101
45,595,100.0,93.78908234250446
45,2687,80.0,83.88507650237412
45,1,80.0,100.0
45,1285,60.0,88.77419545640575
45,1921,100.0,96.28752940235172
45,3298,80.0,77.76935111953458
45,1500,60.0,77.60592437168464
45,1569,80.0,76.94057842816895
45,1721,80.0,63.35562388773924
45,231,100.0,67.36626690814454
45,1396,80.0,76.47532022510396
45,3617,80.0,78.54823707952752
45,3510,80.0,70.43186068556038
45,1196,100.0,100.0
45,216,100.0,83.51475270533744
45,1732,100.0,87.30906973380768
45,5589,60.0,53.805417289199966
46,32,80.0,100.0
46,316,80.0,70.83977049568809
47,147,70.0,81.1617189198287
47,1393,50.0,45.53439369594239
47,163645,60.0,77.9805879423566
47,161582,70.0,61.27045339857183
47,79242,60.0,57.66654279299085
47,30812,60.0,47.84174734660376
47,72998,50.0,67.49574894962383
47,590,70.0,60.17052927002764
47,40819,70.0,83.6839126629535
47,97938,70.0,66.2265525624269
48,2791,50.0,100.0
48,1580,100.0,77.89286213139385
50,923,80.0,86.20426217569477
50,6377,60.0,68.45323783123699
50,1251,90.0,79.22694140784957
50,85796,40.0,23.542945598643158
50,104283,70.0,81.64878102006804
50,1921,60.0,81.3840756591481
50,56174,30.0,40.372921957602934
50,47099,40.0,62.304114560481686
50,175661,30.0,41.107330391417804
50,1223,60.0,83.68898045984551
50,72378,20.0,10.0
50,170705,70.0,72.51112820618401
50,2019,80.0,94.43871911688915
50,914,60.0,74.47541291309825
50,1199,80.0,99.47651859193192
50,54272,50.0,58.91233225782622
50,38038,60.0,68.90509988085705
50,2712,70.0,60.951324048414484
50,79702,40.0,64.8044521699879
50,62644,50.0,57.8290437530145
50,8928,80.0,68.86753523508855
50,2006,50.0,39.58826488438544
50,783,50.0,52.75935216329089
51,4447,60.0,59.245951484239924
51,3070,100.0,78.60504380789234
51,616,80.0,78.36242394796386
51,2167,80.0,66.97839935350612
51,1641,80.0,85.0749339763152
51,1243,100.0,100.0
51,236,100.0,72.44486167874634
51,661,60.0,94.36443958519368
51,2124,80.0,65.49064766807136
51,2605,80.0,74.75506123050722
51,1215,100.0,100.0
51,4262,100.0,98.48530701223945
51,3255,60.0,82.47121026676936
51,3489,100.0,68.22292910733027
51,3115,100.0,95.38701391090686
51,1953,100.0,86.00935520433703
51,2580,100.0,100.0
51,2664,80.0,86.03616849497793
51,93,60.0,48.865054790233344
51,230,50.0,77.90077876941623
51,3421,100.0,95.88716243991142
51,2916,30.0,95.97379800308995
51,433,70.0,44.633809920001845
51,4148,10.0,72.50506992499865
51,719,90.0,61.71407098065983
51,2321,100.0,84.47487173113203
51,2194,100.0,100.0
51,3959,90.0,76.30034075675296
51,5505,80.0,88.37074725624194
51,5956,100.0,85.70319189832801
51,1011,30.0,58.08872469650606
51,5816,100.0,99.18097115067613
52,122882,100.0,100.0
52,110501,100.0,93.90782043709416
52,71535,90.0,92.93946390468982
52,1210,100.0,96.97525635202756
52,93838,70.0,100.0
52,58998,100.0,86.08674407018026
52,81847,80.0,95.62710810781232
52,35836,90.0,83.74918806288014
52,49530,100.0,89.72018510542823
52,54503,80.0,95.89654335146624
52,52328,100.0,89.36610989147965
52,70286,100.0,96.97802890665366
52,1196,80.0,96.55099185518989
52,34405,90.0,91.25517554586028
52,119145,80.0,96.69016027207198
53,413,100.0,81.35814886008384
53,880,100.0,77.35814886008384
54,17,60.0,71.57654919480056
54,47,60.0,68.55733170459827
54,194,60.0,53.918359032053026
54,288,60.0,51.13845468467244
54,410,60.0,39.64297368328713
55,54286,80.0,63.947464387856456
55,3101,20.0,55.736747588452964
56,380,80.0,74.22549863403485
57,1283,100.0,94.5604961506206
57,3479,80.0,55.675696159999475
57,296,60.0,100.0
57,2709,60.0,70.13123938159306
57,89,40.0,77.67899475228711
57,516,40.0,61.818793774422694
57,1198,100.0,97.69171969205917
57,969,80.0,89.73174240377739
57,951,80.0,100.0
57,1674,60.0,83.82436136245005
57,235,100.0,89.08321577368112
57,2858,100.0,100.0
57,1047,80.0,49.29443233979889
57,2407,60.0,67.48370195148928
57,2108,60.0,76.03504790155918
57,553,80.0,85.22711289617672
57,1303,60.0,100.0
57,2311,80.0,64.29601999213102
57,2080,80.0,68.16394667164961
57,2681,60.0,81.22126723142209
57,2005,60.0,73.97021026825936
57,1212,100.0,100.0
57,3260,60.0,86.46301751633531
57,1407,60.0,62.28939946195048
57,1616,60.0,49.946706344771115
57,3811,80.0,88.40124907683091
57,2762,100.0,94.4129676102293
57,2470,60.0,52.317847296675396
57,1580,80.0,75.3848826207553
57,1670,80.0,43.02427511255674
57,592,80.0,66.4321849469331
57,367,60.0,38.93791052085822
57,158,20.0,24.796642439709693
57,1678,60.0,56.85065193446587
57,745,80.0,93.87946642445729
57,3255,60.0,86.06986999051087
57,1221,100.0,100.0
57,52,60.0,59.33522972623409
57,1372,80.0,73.81683874591593
57,1722,40.0,51.80284415105879
57,1653,100.0,76.63348004770522
57,1032,80.0,70.40950743116395
57,1250,100.0,100.0
57,2302,40.0,53.065585585468654
58,153,60.0,46.888292999430966
58,362,100.0,72.16403803245574
58,110,100.0,100.0
58,339,100.0,92.16697581379147
58,296,100.0,100.0
58,292,80.0,55.099639764642
58,589,80.0,100.0
58,780,100.0,69.22455543109159
58,36,80.0,87.2582478239137
58,225,60.0,76.28933246000398
58,333,100.0,77.82584252502802
59,1617,80.0,100.0
59,367,80.0,74.10448945389307
60,50,60.0,89.43442260534985
60,60,60.0,57.242537107363816
60,2724,60.0,45.87924868484875
61,1090,80.0,86.41647718791971
61,1080,70.0,88.99528020959075
61,1653,90.0,86.08345076168439
61,6874,80.0,86.9869943279837
61,32,90.0,91.05732400521119
61,4011,90.0,90.5809345078088
62,103341,80.0,70.96245237547868
62,166528,90.0,85.38228025628254
62,858,100.0,100.0
62,1653,100.0,95.46026072095395
62,58559,100.0,96.94378521182813
62,318,80.0,100.0
62,47610,80.0,88.19342458030317
62,1089,100.0,100.0
62,69122,80.0,79.11187919293423
62,60072,70.0,56.3344241371892
62,136020,90.0,55.34944592667264
62,74458,80.0,94.24516072902581
62,48394,90.0,83.29562969118852
62,1610,80.0,88.5146696312475
62,89492,80.0,84.3780699754548
62,7373,60.0,82.81783738484783
62,77561,70.0,79.97798679698522
62,410,90.0,74.12062832317524
62,78772,20.0,60.98095232557144
62,111362,80.0,83.96095944575987
62,3252,90.0,88.01094375257131
62,69757,90.0,88.34337188942915
62,5618,100.0,98.25647530598822
62,88140,80.0,77.42249790729834
62,4011,90.0,100.0
62,8360,20.0,67.64547403192194
62,88125,90.0,92.80711329191372
62,84152,80.0,95.62680224333431
62,37733,80.0,74.37627211913818
62,37729,80.0,77.65470771178607
62,98809,90.0,86.37805510147398
62,51662,90.0,87.7202301716254
62,6365,100.0,85.2073117575754
62,64969,90.0,83.77262086737173
63,4890,40.0,43.3952583088753
63,58559,100.0,82.27039076314796
63,745,100.0,92.77784293711522
63,8917,80.0,69.273993072024
63,2692,90.0,86.22111004935213
63,6365,40.0,47.08662916096999
63,4734,70.0,30.018622515638576
63,4995,80.0,81.22697285967217
63,4306,50.0,77.4024272643724
63,54286,80.0,74.20079712246473
63,89753,100.0,49.03577376591298
63,344,100.0,49.06149569874779
63,111,60.0,92.43527498278995
63,3285,40.0,51.86158129491319
63,7387,40.0,67.69336287154697
63,45722,80.0,65.45712921374111
63,3868,70.0,83.71671757475248
63,10,60.0,78.79442223768572
63,778,80.0,79.415347381046
63,5445,80.0,60.001819832105205
63,33004,70.0,76.14757876903647
63,77455,100.0,84.64605493360068
63,1203,80.0,88.45799659149533
63,589,80.0,81.86964390297088
63,60069,80.0,86.85939341552083
63,1234,50.0,76.61055048738667
63,4011,70.0,87.73093764334854
63,45728,80.0,88.28304366418911
63,53972,80.0,73.14722553586475
64,2804,100.0,92.88264098772395
64,6218,80.0,68.18180695278976
64,1092,90.0,52.267880999692586
64,4223,70.0,68.13681424907499
64,27801,70.0,85.66012239612138
64,2770,80.0,47.17590723586895
64,1101,60.0,62.41770735369259
64,7445,70.0,70.43379485711408
64,33166,50.0,83.50501489472228
64,3996,90.0,96.70061274179469
64,1704,90.0,94.46526631599988
64,466,70.0,45.43055750948015
64,1250,100.0,97.55924867629125
64,4343,50.0,61.1757969836792
64,1287,90.0,92.85108619267919
64,198,60.0,58.452739703825955
64,2082,60.0,48.07936345819188
64,1645,50.0,72.96617735089082
64,3105,80.0,83.05758953391464
64,6863,70.0,75.17322149278122
64,785,70.0,64.70345725837436
64,7090,90.0,83.16933351622738
64,4235,100.0,96.29744628670949
64,3114,80.0,83.4837899420435
64,7160,80.0,60.08489203421516
64,2427,100.0,58.18870384915916
