user_id,item_id,predicted_rating
17,82459,81.3537
17,1,83.0303
18,8117,69.8093
18,65596,69.8093
18,88094,69.8093
18,145283,69.8093
18,157110,69.8093
18,166015,69.8093
18,171023,69.8093
18,103253,67.7958
18,60684,76.9345
18,44199,78.5010
18,2,72.5607
18,86628,71.2958
18,59784,72.8087
18,2918,79.6114
18,109374,78.4038
18,4226,87.2615
18,53129,75.8916
18,139385,84.2342
18,47,84.8187
18,1291,84.1521
19,3692,69.8093
19,3662,58.6123
19,54,47.1983
19,2733,53.2350
19,1702,45.9039
19,1240,69.4857
19,1270,76.9219
19,3712,57.7670
19,1881,57.4440
19,216,58.2928
19,3,43.7551
19,1834,63.9950
19,2184,58.6968
19,3017,63.2414
19,2044,51.3916
19,2354,46.5204
19,2005,63.4339
19,3146,49.5659
19,3387,54.4724
19,2694,56.3483
20,1566,80.6477
20,5419,63.4701
20,4014,84.6505
20,2140,82.1237
20,586,56.4981
20,661,80.5006
20,3189,78.4520
20,5014,88.2389
20,1333,83.7567
20,4161,66.2322
20,3784,81.0242
20,1030,51.1382
20,5313,47.5326
20,2804,92.4457
20,2054,59.0055
20,34,76.0486
20,1097,85.9176
20,6358,69.8093
20,4519,65.9951
20,1722,59.7831
21,107013,69.8093
21,117922,69.8093
21,140301,69.8093
21,57640,62.5146
21,2985,62.3047
21,2990,67.4990
21,2717,63.0283
21,5418,65.4461
21,31433,67.2474
21,112175,65.3064
21,7153,65.5121
21,30793,65.9776
21,4446,67.5136
21,52973,66.1892
21,45186,63.9979
21,2023,62.0798
21,79185,67.7073
21,1721,69.3931
21,102125,64.8187
21,5459,70.5856
22,8961,50.1839
22,2723,47.1710
22,60950,52.0629
22,64575,62.0030
22,1193,50.8108
22,70286,44.8783
22,4993,52.0288
22,2160,54.1612
22,39183,55.3322
22,7147,53.9609
22,3996,50.0656
22,3481,64.2358
22,55765,52.1179
22,48780,46.7729
22,7361,59.6970
22,51540,52.1492
22,6711,54.6311
22,2968,67.1066
22,3949,54.3740
22,48394,54.7351
23,6234,69.8093
23,3996,70.9883
23,293,73.3425
23,1206,73.5440
23,1136,74.3884
23,1960,71.4977
23,7587,70.2701
23,3424,72.2963
23,3181,71.3105
23,2467,70.9835
23,1248,72.7512
23,1617,72.8652
23,6807,72.1100
23,1952,70.8931
23,6440,71.2354
23,1258,74.6120
23,1243,72.1524
23,1080,70.9012
23,8228,70.5404
23,1711,69.4871
24,1784,71.3631
24,2617,66.8647
24,111759,73.3042
24,134853,73.5068
24,58998,71.8508
24,1265,74.5341
24,1198,77.9232
24,3147,75.7421
24,1197,76.4794
24,1220,72.1486
24,2424,66.7321
24,5418,72.9959
24,72011,71.0710
24,54286,72.0318
24,27773,74.2576
24,64957,69.8512
24,356,78.0340
24,44191,74.6033
24,1682,72.7269
24,68358,73.9342
25,58559,91.1517
25,60069,89.6860
25,74458,92.1718
25,79132,98.1637
25,527,95.1675
25,260,93.2584
26,10,69.8093
26,34,69.8093
26,47,69.8093
26,150,69.8093
26,153,69.8093
26,165,69.8093
26,185,69.8093
26,208,69.8093
26,225,69.8093
26,288,69.8093
26,296,69.8093
26,300,69.8093
26,344,69.8093
26,349,69.8093
26,356,69.8093
26,380,69.8093
26,434,69.8093
26,454,69.8093
26,457,69.8093
26,592,69.8093
26,593,69.8093
27,1196,81.4945
27,2478,68.5614
27,2640,71.7295
27,3508,73.6373
27,3555,70.3512
27,1201,74.9841
27,3519,68.7895
27,969,74.4183
27,2080,75.4071
27,673,65.2828
27,2886,66.7488
27,2529,72.8327
27,1387,78.2003
27,1101,74.7110
27,1947,73.3159
27,1250,79.7661
27,1276,75.0555
27,3114,74.1250
27,1083,69.5273
27,3809,69.8269
28,27450,69.8093
28,60943,69.8093
28,61011,69.8093
28,63033,69.8093
28,5617,62.5743
28,59369,58.7179
28,60046,69.8093
28,507,63.1021
28,3300,59.7600
28,55094,62.5823
28,59018,69.8093
28,26695,69.8093
28,2951,61.6448
28,3006,62.3234
28,2231,62.8627
28,5418,58.2936
28,26812,60.3802
28,2058,54.7300
28,353,62.5430
28,61167,69.8093
29,98961,83.2520
29,7379,73.6111
29,1250,92.8144
29,1201,88.3034
29,111362,83.5318
29,48516,89.4635
29,1100,60.5798
29,26554,75.1144
29,3441,77.8802
29,4327,80.7564
29,2872,80.2738
29,2301,74.3054
29,1617,87.3854
29,3681,85.3981
29,55820,79.5902
29,4223,74.6332
29,99114,85.3979
30,5952,92.9228
30,108932,81.8860
30,1200,94.8465
30,91529,95.1545
30,116823,85.8710
30,112852,91.0535
30,1198,94.3511
31,1198,82.4682
31,1200,78.0653
31,648,72.6693
31,1363,71.3002
31,1073,79.9887
31,1036,79.3747
31,1197,84.3199
31,377,73.8744
31,1246,77.9307
31,1270,81.2934
32,236,68.1734
32,314,72.9886
32,1356,76.6176
32,357,75.1789
32,224,75.6210
32,627,74.3383
32,1079,79.4373
32,1084,79.9153
32,318,86.1345
32,761,66.5227
32,1197,82.5099
32,849,64.6320
32,912,82.3946
32,880,62.3912
32,1198,82.0790
32,58,79.4188
32,203,72.3791
32,608,82.8930
32,497,78.3278
32,410,67.1055
33,110,91.5646
33,17,82.5469
33,2396,82.7307
33,2272,72.7327
33,448,71.2493
33,428,78.8152
33,265,78.4039
33,1280,85.4120
33,1177,79.6877
33,1617,86.5711
33,50,90.7512
33,261,83.8178
33,11,77.4886
33,452,68.1541
33,345,75.6123
33,608,84.4625
33,150,85.6039
33,1188,78.6514
33,800,83.5595
33,2690,77.0920
34,780,67.4707
34,2273,61.4696
34,3717,63.6740
34,26606,68.0189
34,45499,64.7031
34,3996,67.6605
34,4310,63.0336
34,3624,63.0657
34,31685,67.1815
34,1721,65.8699
34,5146,65.2487
34,7090,68.0825
34,70,67.7238
34,2006,63.4451
34,3000,64.2117
34,4306,68.8572
34,27728,69.0463
34,3997,64.8243
35,11,74.8482
35,185,69.4792
35,595,75.2263
35,21,74.3174
35,300,71.6743
36,5171,62.8961
36,3066,63.7750
36,552,61.7418
36,4025,58.8261
36,1262,63.6667
36,2735,65.8451
36,2359,65.5835
36,1372,62.7681
36,1278,62.6251
36,2194,64.9485
36,3347,65.2669
36,1704,65.9517
37,344,67.0961
37,356,83.5487
37,661,73.8463
37,329,70.1255
37,457,81.4244
38,434,59.6411
38,39,63.9530
38,223,70.2816
38,161,66.2259
38,246,69.9902
38,168,58.9446
38,273,62.3212
38,480,68.9219
38,356,77.4769
38,457,73.0582
38,364,71.2187
38,50,75.6470
38,500,65.3458
38,300,69.3849
38,551,68.0691
38,21,65.3336
39,2571,90.8738
39,2391,71.5394
39,1921,78.8650
39,1862,66.2974
39,1219,83.7586
39,1907,80.2706
39,2081,80.9103
39,2459,77.0362
39,924,83.3147
39,2529,82.0636
39,1729,72.1093
39,47,87.5226
39,260,85.2359
39,2080,75.9662
39,592,72.1869
39,296,87.2503
39,3213,81.7214
39,610,74.5074
39,589,85.5345
39,596,74.8635
40,440,78.4592
40,454,79.2939
40,588,85.5356
40,339,74.3785
40,158,65.8554
40,432,57.1716
40,431,80.3522
40,186,66.7281
40,616,77.3824
40,514,80.9410
40,21,78.2985
40,592,74.3309
40,1,85.9720
40,223,81.0962
40,585,57.5134
40,216,71.9058
40,104,72.5654
40,371,72.2722
40,111,91.8340
40,267,71.8406
41,96829,63.1033
41,64839,67.9874
41,122882,63.3171
41,6287,60.5452
41,1569,66.7032
41,106920,64.0716
41,86781,66.6569
41,3160,68.2384
41,1721,61.8397
41,2028,59.5673
41,6763,63.9485
41,5418,62.3556
41,53519,56.1403
41,122904,60.5992
41,55247,67.0664
41,924,69.1013
41,4011,63.5670
41,2324,68.6575
41,35836,64.4460
41,5995,59.9387
42,3869,67.0497
42,4654,72.6636
42,1021,51.0314
42,2423,64.7857
42,3248,53.5634
42,4477,58.0230
42,2500,69.1139
42,1431,64.6023
42,195,73.7753
42,3326,72.8827
42,2407,64.7617
42,1090,85.8757
42,2735,58.7420
42,3693,66.6318
42,1020,69.4992
42,4545,74.6879
42,4132,58.6822
42,2263,64.8754
42,3535,84.8398
42,2805,63.5043
43,225,91.8685
43,296,87.9910
43,596,85.5561
43,588,90.8782
43,587,85.3002
43,420,79.1724
43,158,86.0798
43,631,80.0642
43,5,85.9062
43,597,87.4917
43,168,94.6675
43,355,77.5063
43,47,92.0514
43,367,78.3191
43,519,74.6456
43,594,81.2288
43,236,78.0220
43,1,88.7813
43,60,90.5583
43,259,78.7105
44,36,73.6239
44,663,70.4338
44,12,66.5582
44,661,70.8475
44,94,74.1382
44,1,76.8124
44,104,67.9137
44,112,69.5260
44,494,71.6750
44,889,69.8093
45,2718,81.7744
45,1036,88.9465
45,2028,100.0000
45,1653,88.4844
45,1682,83.0036
45,2396,78.4270
45,3249,68.9419
45,261,87.0658
45,4308,68.6384
45,329,71.1951
45,1367,71.9282
45,2890,76.8558
45,593,100.0000
45,1127,71.3433
45,2431,76.1361
45,6377,93.0985
45,569,76.2215
45,1197,90.0144
45,1060,83.5210
45,2858,86.8391
46,590,79.8108
46,588,80.6187
46,315,73.6944
46,208,65.5684
46,1,80.4483
46,432,66.5546
46,225,76.5092
46,434,70.2207
46,339,74.4866
47,508,62.4817
47,68932,64.5171
47,72395,64.2545
47,2420,61.7563
47,597,61.5882
47,148626,61.4725
47,5989,62.7833
47,96588,58.9283
47,69122,58.2101
47,6155,70.2559
47,4975,64.2837
47,30749,54.8799
47,106100,56.5870
47,45950,62.9667
47,2028,58.1265
47,4018,63.3557
47,1259,62.7431
47,6373,63.3211
47,33166,60.6319
47,2407,67.4201
48,4886,80.1536
48,1320,69.8135
48,1527,74.1077
48,1193,83.9202
48,3793,77.4952
48,48,71.6693
48,1653,80.2938
49,2028,84.0564
49,1214,82.1116
49,139385,81.6533
49,318,87.6005
49,527,84.9813
50,8143,69.8093
50,114335,69.8093
50,136564,69.8093
50,142074,69.8093
50,171759,69.8093
50,175693,69.8093
50,179073,69.8093
50,175707,69.8093
50,71264,58.2962
50,82848,69.8093
50,1377,57.9139
50,44555,53.3687
50,8157,55.8136
50,6807,58.2140
50,95543,58.7842
50,8253,62.0696
50,96610,65.5388
50,924,62.6864
50,32875,69.8093
50,4896,52.7973
51,7040,69.8093
51,5620,61.6194
51,2613,64.7631
51,4437,95.2769
51,2023,75.7408
51,1500,90.3425
51,522,82.5403
51,858,100.0000
51,4508,77.2238
51,2951,95.0727
51,1014,73.8886
51,1407,68.7968
51,2282,64.4801
51,2420,84.9626
51,3388,61.6342
51,260,99.2874
51,3186,62.5875
51,3994,78.0865
51,3501,74.8535
51,2371,79.4558
52,152081,91.8182
52,51255,93.0838
52,74458,95.7265
52,1923,84.5891
52,7438,82.1551
52,40583,81.2373
52,59784,83.6601
52,55765,88.4084
52,112852,90.1052
52,86892,82.1594
52,55363,89.2706
52,112138,80.5817
52,49272,90.0582
52,52245,77.7926
52,69481,94.6593
52,50794,71.7404
52,1704,91.0411
52,54736,80.8903
52,44665,87.1159
52,47200,78.1205
53,481,70.6281
53,1100,65.7283
53,249,75.9160
53,1125,76.1643
53,916,80.4128
54,296,68.4547
54,593,66.5793
54,639,68.8335
54,1,68.2442
54,205,67.3819
54,161,62.7930
54,500,64.2985
55,2407,66.0294
55,673,61.6310
55,3275,70.3340
55,2890,68.5995
55,4011,71.3296
56,786,70.2663
56,253,71.9619
56,165,77.8055
56,110,83.4287
56,589,81.6358
56,370,71.2185
56,434,69.4753
56,410,69.3306
56,69,74.4873
56,185,70.9077
57,2140,75.1129
57,942,77.8513
57,920,70.6771
57,3175,73.0007
57,1784,75.4842
57,3429,79.3250
57,933,86.4827
57,1193,87.0331
57,3446,58.7424
57,160,31.7706
57,1499,21.5564
57,2640,68.5592
57,892,70.0418
57,11,66.3407
57,2947,79.4120
57,6,76.9112
57,2478,56.6519
57,2291,74.9740
57,1688,59.8856
57,2301,73.8795
58,588,83.4657
58,282,73.6557
58,185,67.6768
58,419,71.2804
58,367,66.6554
58,277,63.1962
58,48,69.8235
58,280,80.6458
58,337,78.5916
58,345,78.2216
58,3,82.4941
58,357,79.1003
58,527,87.6018
58,587,73.0153
58,218,73.7161
58,500,73.2460
58,508,81.1134
58,368,74.3625
58,364,82.9084
58,353,78.7486
59,1696,75.3316
59,6460,86.6790
59,3489,77.3330
59,1188,82.0393
59,1222,91.1812
59,2076,83.7434
59,3448,83.1173
59,1263,88.5317
59,1247,87.3291
59,527,92.2802
59,1244,87.3254
59,904,92.2034
59,903,90.3566
59,965,85.9516
59,2616,70.1214
59,1953,81.3731
59,608,91.2159
59,105,69.5146
59,912,90.5863
59,3471,82.7405
60,832,71.7735
60,58559,78.0305
60,805,70.8361
60,455,66.8493
60,858,78.5333
61,266,75.7832
61,1101,75.3373
61,7438,79.1892
61,173,58.0516
61,555,80.5789
61,2012,71.6727
61,4878,83.5771
61,3949,82.1849
62,99114,87.0498
62,176371,81.4454
62,3793,78.8843
62,56757,84.4704
62,73017,87.2522
62,30793,72.3629
62,179819,79.7839
62,68554,76.8922
62,185135,79.0327
62,168248,81.5847
62,5903,86.2500
62,4878,90.4457
62,2028,92.6694
62,5502,76.5118
62,6058,69.1779
62,344,64.8561
62,1721,75.1596
62,45499,76.9338
62,41566,73.1066
62,78105,71.3373
63,5669,73.3386
63,4246,71.4576
63,48780,77.2483
63,500,69.5222
63,6016,79.1712
63,31658,78.9798
63,2858,81.3411
63,64285,73.1351
63,85414,70.2816
63,1221,80.6276
63,106696,72.3808
63,4963,76.0604
63,50,81.0911
63,1097,72.4948
63,260,83.7528
63,110,72.6490
63,1222,77.8651
63,4979,75.8189
63,5952,77.7243
63,77561,68.7866
64,5878,80.7593
64,3101,77.2661
64,2640,73.7325
64,2959,88.6721
64,8784,78.1826
64,2054,63.7255
64,4239,78.0763
64,4025,61.5281
64,5026,80.5375
64,40819,81.2096
64,266,74.4392
64,2699,60.1270
64,27266,76.7381
64,3969,82.5475
64,1805,61.8632
64,6296,75.5943
64,4776,76.6384
64,3148,82.0099
64,4262,82.9375
64,356,87.9113
65,1246,77.9141
65,33660,76.7504
65,7458,72.5948
65,2329,82.8854
65,4993,82.0265
65,91542,75.0751
65,3147,80.6450
66,593,95.1550
66,47,95.2323
66,5418,86.3621
66,922,93.4587
66,2139,83.3582
66,2956,70.8121
66,3745,74.9441
66,1956,84.5010
66,4581,69.8093
66,5349,80.9233
66,1210,89.5531
66,1094,76.4847
66,2001,67.3203
66,380,75.3652
66,6539,81.6885
66,671,78.3958
66,1,84.1602
66,6378,82.5351
66,7766,77.7456
66,296,97.8546
67,99114,76.6361
67,4306,77.6389
67,27193,71.7965
67,79132,78.6379
67,60069,77.8362
67,2012,71.2947
67,4886,76.7205
67,4993,78.1195
68,47978,69.8093
68,95218,69.8093
68,6534,54.1309
68,48696,68.6819
68,67267,66.5385
68,30825,58.5615
68,1799,69.2992
68,3556,66.8975
68,8622,66.1711
68,4351,61.2784
68,63113,65.4106
68,58295,62.5441
68,7151,63.0759
68,2413,65.6544
68,6287,66.2862
68,653,59.6422
68,41566,75.7408
68,5541,63.2641
68,260,89.4364
68,48043,68.3297
69,4370,71.6224
69,4848,78.6697
69,3671,84.8114
69,2476,81.6302
69,1193,93.5307
69,356,92.1825
69,553,89.8215
69,4022,81.7604
69,260,93.5910
69,3994,74.5539
70,1193,88.0786
70,1097,80.6298
70,1914,74.9302
70,1269,86.6025
70,4995,86.4671
70,318,92.5896
70,8949,79.4336
70,1968,83.5796
70,1210,87.6505
70,89492,80.7309
70,1250,91.5828
70,1235,85.5462
70,2366,78.3299
71,494,73.3166
71,647,69.8763
71,736,72.2917
71,95,69.2841
71,733,72.8570
71,589,73.0874
71,7,66.9827
72,1047,68.4230
72,150,83.5263
72,858,89.6070
72,2490,71.3121
72,1357,83.3311
72,260,87.4146
72,50,89.1584
72,1198,86.1261
72,1196,87.2670
73,1193,83.1597
73,45720,77.5625
73,105037,71.1362
73,6333,75.0511
73,59315,77.9879
73,76293,68.4287
73,138204,72.4823
73,2706,69.5382
73,152081,78.0951
73,45221,65.5464
73,68135,71.6159
73,150,79.5056
73,8376,66.9847
73,93510,74.1914
73,59784,72.8683
73,116823,76.9408
73,106072,72.1283
73,1682,77.2607
73,52245,69.1427
73,35836,71.8778
74,31522,69.8093
74,2594,85.1159
74,2908,89.3481
74,30749,95.3360
74,6870,85.0329
74,3006,79.5924
74,52281,88.6383
74,49772,80.7048
74,55118,87.6338
74,2997,91.3515
74,6305,85.5427
74,608,93.3068
74,4546,81.3948
74,41863,76.7441
74,27773,91.5464
74,6001,87.2202
74,1251,84.7626
74,6552,82.8107
74,46976,89.7619
74,44555,92.4971
75,5445,68.8394
75,1240,71.1445
75,5952,74.8095
75,2193,68.0251
75,6870,70.0936
75,2529,70.2817
75,168,65.4034
75,541,72.8302
75,3176,67.3362
75,1962,70.6435
75,2078,69.3410
75,1889,69.2697
75,1266,72.9283
75,1374,73.7607
76,48877,56.8773
76,5956,63.8869
76,2918,60.1128
76,58803,61.0176
76,1247,64.4020
76,74458,59.8983
76,7669,62.8066
76,79132,63.4515
76,8957,60.9941
76,858,72.5833
76,55820,73.2855
76,1258,69.5701
76,63436,63.0931
76,1201,70.2957
76,1208,72.8086
76,48,51.4087
76,288,66.1276
76,34405,69.9711
76,1,60.8975
76,1196,68.6092
77,3996,74.5277
77,4973,78.2021
77,7361,77.0413
77,8636,75.3535
77,3578,76.8074
77,33794,75.3751
78,296,81.0007
78,165,69.4211
78,3809,68.3386
78,589,76.3256
78,546,55.6311
78,27904,71.4885
78,260,81.7833
78,590,72.8026
78,480,73.1484
78,68791,66.9753
78,344,62.4800
78,44974,68.7663
78,380,68.2374
79,3266,74.8869
79,3029,75.3332
79,589,89.0603
79,1916,68.2006
79,307,84.9226
79,4005,72.3634
79,260,91.7821
79,1189,77.8401
79,1345,73.1837
79,2000,80.1793
79,1374,84.4000
79,2659,69.8093
79,2076,83.5706
80,7445,85.1483
80,96691,78.1120
80,84189,69.8093
80,91630,78.8857
80,49530,85.1928
80,8950,89.5635
80,6539,87.4985
80,4223,78.8055
80,5630,84.2852
80,3527,82.6154
80,76251,84.6367
80,80363,70.0366
80,52604,79.5951
80,6502,92.8750
80,34048,79.6832
80,1221,90.7564
80,60684,81.2827
80,6952,75.9188
80,5989,87.5195
80,77561,79.2494
81,10,69.8093
81,32,69.8093
81,47,69.8093
81,110,69.8093
81,150,69.8093
81,153,69.8093
81,161,69.8093
81,165,69.8093
81,208,69.8093
81,231,69.8093
81,288,69.8093
81,296,69.8093
81,316,69.8093
81,318,69.8093
81,329,69.8093
81,344,69.8093
81,356,69.8093
81,364,69.8093
81,367,69.8093
81,377,69.8093
81,380,69.8093
81,457,69.8093
81,480,69.8093
81,588,69.8093
81,589,69.8093
81,592,69.8093
82,6886,69.8093
82,2381,64.9645
82,2378,66.2347
82,6566,67.1030
82,368,69.1864
82,6536,68.3475
82,3253,69.8116
82,4310,66.0912
82,1608,67.6346
82,1372,70.6990
82,145,67.7088
82,356,77.2589
82,6708,69.8738
82,1485,66.5597
82,4369,66.7399
82,6564,65.9004
82,6888,60.9099
82,5803,66.8282
82,4015,63.8987
82,364,71.1402
83,56367,67.1509
83,7143,69.4152
83,7323,62.9344
83,6539,67.1106
83,161,62.7086
83,586,65.0847
83,2115,70.7427
83,1270,71.2854
83,6874,68.0015
83,2324,65.9780
83,1537,65.4026
83,7153,69.7902
83,68954,71.0702
83,48774,66.4068
83,30749,63.3364
83,8014,65.7388
83,1222,66.7984
83,3753,62.6505
83,1223,69.6970
83,64983,65.6786
84,55,69.8093
84,987,69.8093
84,912,84.6912
84,1096,74.9991
84,420,58.8867
84,1227,77.3946
84,113,70.3449
84,580,71.5477
84,5060,76.7677
84,1293,77.3002
84,900,73.9326
84,1097,76.5661
84,62,74.8851
84,368,71.9162
84,1305,72.4627
84,1247,80.3883
84,1296,78.9072
84,11,73.5410
84,1073,78.3052
84,1094,70.7682
85,1519,69.8093
85,1624,70.0911
85,1140,69.8093
85,1694,67.4737
85,1643,71.5514
85,1747,70.6521
85,1635,74.3076
86,4993,80.6574
86,4310,71.0797
86,6947,75.1044
86,2411,69.1893
86,457,81.5664
86,5418,77.6300
86,3996,78.3096
86,4901,75.5361
86,1835,76.2615
86,33794,79.3985
86,1196,82.1279
86,3555,73.1121
86,1097,76.8130
86,2687,76.9437
87,4023,68.2216
87,2009,72.0684
87,3504,79.7718
87,671,74.0674
87,2139,76.2800
88,7312,69.8093
88,74795,75.5733
88,4993,87.5852
88,68157,89.0693
88,5952,87.2116
88,1193,88.1870
88,223,80.3820
88,8665,82.1090
88,4262,85.2456
88,56782,83.4645
88,8677,74.4642
88,58559,87.2210
89,26645,69.8093
89,32060,69.8093
89,44851,69.8093
89,53280,69.8093
89,53578,69.8093
89,67888,69.8093
89,69211,69.8093
89,81087,69.8093
89,84246,69.8093
89,103602,69.8093
89,108078,69.8093
89,109596,69.8093
89,118894,69.8093
89,121007,69.8093
89,128089,69.8093
89,128944,69.8093
89,131098,69.8093
89,131439,69.8093
89,134847,69.8093
89,140481,69.8093
89,146684,69.8093
89,148632,69.8093
89,150554,69.8093
89,164226,69.8093
89,30793,72.4953
89,169912,70.6568
89,87869,68.3106
89,1923,67.6057
89,4015,89.8550
89,950,63.8270
89,173253,69.8093
89,2324,42.4347
89,27826,69.8093
89,92259,32.7183
89,11,61.3355
89,3977,85.2370
89,86298,72.2270
89,8154,54.2383
89,77688,69.8093
89,2997,44.4060
89,170837,69.8093
89,49274,66.2847
89,157775,69.8093
89,1,49.7311
89,142196,69.8093
89,99117,64.0980
89,62008,69.8093
89,72624,69.8093
89,108156,66.6369
89,3752,78.5089
89,2059,73.2582
89,128520,66.0646
89,3175,53.9380
89,133879,69.8093
89,48649,69.8093
89,126088,69.8093
89,5529,75.8852
89,65588,69.8093
89,99130,69.8093
89,40962,72.8352
89,1732,65.4500
89,68659,53.4366
89,91666,69.8093
89,2683,69.5983
89,3751,61.0296
89,750,45.2943
89,6650,62.7576
89,149508,69.8093
89,2395,59.2695
89,51575,80.2544
89,65230,54.4095
89,171751,69.8093
89,85881,59.1216
89,139157,69.8093
89,6863,74.3278
89,4246,71.8446
89,108949,63.9667
89,1230,38.2647
89,160567,67.0313
89,73319,49.8857
89,177185,69.8093
89,130520,75.9878
89,5220,75.7154
89,121338,69.8093
89,153386,69.8093
89,50872,50.1078
89,149566,69.8093
89,145491,69.8093
89,4890,78.6432
89,129354,45.6156
89,32243,69.8093
89,84944,38.0108
89,6402,69.8093
89,1288,52.9076
89,140133,69.8093
89,119141,79.5883
89,947,51.8016
89,176621,69.8093
89,4973,56.7473
89,158398,69.8093
89,69469,69.8093
89,54503,44.8384
89,141928,69.8093
89,102481,48.4607
90,1137,69.8093
90,1144,69.8093
90,581,78.6342
90,81,71.9833
90,892,75.7164
90,1073,85.2033
90,116,73.3606
90,896,70.1269
90,17,82.4218
90,7,68.8666
90,613,75.1199
91,3013,69.8093
91,6395,69.8093
91,8147,69.8093
91,7153,83.7415
91,3360,72.6656
91,2791,76.9657
91,3897,81.2831
91,1080,86.3208
91,4850,63.4344
91,3429,78.2059
91,7000,65.0404
91,2060,68.9164
91,2916,72.1321
