user,item,score,predicted_score
19,3797,60.0,26.100475142363607
19,333,40.0,49.003158816179095
19,3497,40.0,40.84831545488265
19,3219,40.0,36.39341953726277
19,1566,80.0,44.867797709248755
19,1330,40.0,15.341620489620247
19,289,40.0,49.93122813060414
19,7,40.0,42.42099390627838
19,673,20.0,38.86888001095902
19,455,40.0,26.32682154335906
19,2622,60.0,44.78524713735753
19,586,60.0,46.78407557933354
19,2046,40.0,48.134798083223174
19,2011,40.0,55.27077017234062
20,1015,70.0,67.15111930681796
20,4270,10.0,61.72826966599557
20,2137,90.0,81.63943741119647
20,2167,40.0,57.2019085949164
20,2857,80.0,77.94444677353685
20,5013,90.0,74.69076235364139
20,3535,20.0,76.51459089896716
20,595,100.0,86.1863763917383
20,4370,60.0,70.83886552203742
20,2355,80.0,73.22823663152893
20,2090,60.0,73.67230977504609
20,3396,100.0,72.64832514011215
20,2089,90.0,74.44456491525106
20,3988,70.0,63.253022901720875
20,4366,30.0,66.29083330250884
20,3114,100.0,72.41725037306811
20,2987,100.0,84.26934578347527
20,2087,90.0,82.18623877392145
20,4232,10.0,72.34481487050344
20,1148,100.0,90.2226807418489
20,4019,80.0,67.71742841102201
20,2141,90.0,65.18942139384531
20,5110,60.0,78.0740197200304
20,594,100.0,84.93097153116415
20,1688,90.0,70.08343380353037
21,1580,90.0,58.87852655429412
21,115617,80.0,73.18860279420109
21,111781,90.0,66.8308668564655
21,2378,50.0,60.58305609836097
21,56775,70.0,68.75243100365158
21,168252,60.0,66.97970119171063
21,168248,70.0,94.92644028943286
21,133419,60.0,23.608792362527574
21,2724,60.0,73.02821256468488
21,61160,20.0,52.821737306329176
21,69122,70.0,74.22021008188163
21,589,70.0,74.76980049720555
21,59900,60.0,51.83633086942008
21,101864,90.0,67.40266043008415
21,4638,80.0,57.50008696047346
21,72998,80.0,73.36719599583415
21,2,70.0,67.6448695726263
21,87520,70.0,44.7837331664948
21,2916,80.0,69.29413894408447
21,109374,70.0,57.41648741194962
21,8798,80.0,56.7662971825281
21,7373,60.0,79.37070792954005
21,5266,20.0,47.11808995367361
21,367,60.0,62.7417333654475
21,110130,80.0,27.895367851795562
21,4701,70.0,58.76620601216958
21,780,70.0,70.52010361522481
21,5952,40.0,64.50947650184206
21,1722,100.0,76.27654310224626
21,64032,50.0,47.305130743833686
21,2993,90.0,71.86705775400787
21,1527,50.0,57.95385247316061
21,3462,60.0,74.78815596071935
21,152081,80.0,64.49866891749953
21,105844,40.0,65.52773004883569
21,134368,70.0,53.19019013968248
21,1265,70.0,76.56136646773862
21,167036,80.0,47.56506972244233
21,110553,60.0,57.28150009264322
21,2628,80.0,82.97922917274593
22,107,90.0,49.02408615877945
22,30707,40.0,67.37108131706384
22,31658,50.0,68.80953111721317
22,52281,10.0,40.82910903236691
22,6377,70.0,58.86216553881268
22,68358,10.0,57.10542895911393
22,38038,10.0,64.69478005915408
22,3210,70.0,52.07854063075118
22,3578,80.0,63.30722443185506
22,60069,40.0,61.36476081230736
22,2959,70.0,69.52756779713312
22,1953,90.0,57.562602468661495
23,1252,90.0,91.98242007570326
23,1200,60.0,82.07931297212724
23,3949,100.0,76.92634286680794
23,1232,100.0,73.97420029083005
23,3000,70.0,83.36033896994971
23,3265,90.0,79.06827238384633
24,32,70.0,78.31738005242367
24,51662,80.0,82.94988275783994
24,1704,80.0,77.50159479591954
24,70286,80.0,58.86731778817163
24,69406,60.0,54.30738636622556
24,4855,80.0,78.92453085167492
24,2134,60.0,75.82309663088736
24,296,80.0,88.23521575246261
24,4299,70.0,46.529268065310646
24,34437,70.0,68.00329344613264
25,59315,80.0,98.32088382789603
27,3062,80.0,75.49072505117972
27,924,40.0,66.02260307209218
27,2094,80.0,73.16782855231477
27,367,80.0,73.84241068534254
27,2054,80.0,53.29428654444378
27,1721,100.0,80.54917489513032
27,745,100.0,73.61292668661251
27,455,60.0,52.39448908056555
27,1197,100.0,83.8517082439237
27,2174,40.0,44.46206174118075
27,1097,100.0,89.5398829344668
27,3471,80.0,84.94489840307553
28,1199,40.0,80.06608075030861
28,62,70.0,53.82397482329262
28,3198,60.0,71.70991910837117
28,2571,80.0,78.35630155815537
28,57368,40.0,56.252114625054006
28,442,20.0,58.6742535144751
28,61352,60.0,62.18700792824043
28,33004,60.0,63.500394716125335
28,8810,60.0,50.56795972833398
28,3176,60.0,63.270364329359055
28,3408,60.0,57.11188939658043
28,1101,60.0,60.23251897028579
28,5378,80.0,58.42911942321909
28,1580,60.0,71.08313601246614
28,147,50.0,64.9988094531483
28,1641,50.0,68.65555637781156
28,48738,60.0,73.74293651642218
28,64575,50.0,84.14442701753643
28,2912,50.0,72.02206493149123
28,3543,50.0,63.13412237288049
28,7706,80.0,75.83460537861362
28,5632,60.0,54.02135682949442
28,63062,60.0,56.91852775692977
28,55820,90.0,76.93148670969576
28,3033,60.0,78.69818464316896
28,47629,40.0,64.40604186246001
28,337,70.0,69.12082210619124
28,3967,80.0,67.84891450249428
28,1276,70.0,79.58515350027014
28,7458,80.0,49.174848168984504
28,53322,30.0,58.13523581753415
28,7481,90.0,67.47679622973571
28,318,70.0,87.52894846425811
28,996,40.0,45.136104044285645
28,40629,40.0,69.33099665602796
28,26750,70.0,63.74386055347689
28,27408,50.0,66.65477918063925
28,32587,70.0,76.83122148140033
28,290,60.0,74.21397051228134
28,36527,60.0,69.08708749514376
28,34150,60.0,46.29722905827502
28,48780,30.0,70.03074846806204
28,4370,60.0,45.75123162470552
28,6807,50.0,65.6160277345894
28,3681,70.0,64.9747573255176
28,475,80.0,82.38340591830288
28,6378,40.0,58.9353106949528
28,3100,80.0,65.33499704602033
28,6534,50.0,51.93079811476405
28,7153,70.0,81.17701860019733
28,899,40.0,71.20431417159988
29,27611,100.0,89.90067105838797
29,953,100.0,100.0
29,170,60.0,78.5882975787032
29,82459,100.0,96.25808441189209
29,50,70.0,91.8063759627314
29,780,80.0,76.6155774276155
29,1213,80.0,100.0
30,1036,80.0,98.08462665066091
31,1265,40.0,75.51691667598644
31,783,80.0,89.13671168371076
31,1099,40.0,79.3584564134673
31,1353,80.0,34.83894232197913
32,296,100.0,87.07981278378767
32,719,60.0,74.59218291275462
32,6,60.0,84.14769217065182
32,282,80.0,65.17390168713172
32,780,60.0,71.97076337226139
32,653,60.0,73.17695263430105
32,1061,80.0,83.06282337456024
32,440,80.0,74.21105020417734
32,852,80.0,80.08631037021993
32,345,100.0,64.41653372172715
32,788,20.0,53.310005765638294
32,694,60.0,62.479989218042704
32,1425,60.0,71.21227145199609
32,50,100.0,96.9518363122084
33,529,80.0,75.01370151318336
33,1719,100.0,96.69163342085318
33,580,20.0,70.66703840383448
33,1784,40.0,85.58256899125848
33,2310,80.0,65.3359023763648
33,1358,80.0,85.689238301394
33,1658,40.0,58.27435331286617
33,2080,80.0,81.10836459932807
33,32,60.0,76.6065343386611
33,337,100.0,83.20972527458326
34,6539,100.0,73.02949627254192
34,4720,80.0,70.7892674065818
34,2671,60.0,64.96325181598186
34,3617,30.0,66.15263219768835
34,3977,90.0,48.67887420941553
34,2628,70.0,50.12230097544549
34,1391,20.0,49.67668468214749
34,6333,100.0,82.02506964668216
35,62,100.0,96.3021606221944
35,342,80.0,73.37070301338288
35,590,100.0,97.55046321104399
35,237,60.0,84.73154111611993
36,315,10.0,38.9758662530312
36,4085,40.0,44.421211032164095
36,6662,60.0,50.48932266087069
36,4995,20.0,64.14709540437453
36,318,80.0,74.90027668262437
36,3308,40.0,53.64005197585482
36,3798,60.0,53.37261133217178
36,1358,50.0,68.02654464210626
36,5464,30.0,47.097537134277346
37,292,80.0,71.0691086167114
37,153,60.0,78.04848788802798
38,367,40.0,53.662413803147075
38,11,100.0,72.37020083032237
39,1258,100.0,95.75976489336963
39,2700,100.0,93.02879225671474
39,908,60.0,93.74674476153663
39,1215,100.0,94.55714466353069
39,50,100.0,99.25610003817278
39,1210,100.0,88.78017863368918
39,1408,80.0,100.0
39,2366,100.0,66.13155148345706
39,608,100.0,93.54316447917851
40,199,60.0,100.0
40,337,100.0,89.80882029210107
41,2712,100.0,72.00560122660563
41,49530,80.0,67.71300290807265
41,2115,40.0,56.6933889698643
41,1088,30.0,70.73960482308563
41,3301,50.0,60.961938744002936
41,128360,80.0,63.46299376099642
41,3968,80.0,66.77472545131528
41,1584,40.0,63.76695935191111
41,4979,50.0,73.5495759407481
41,2692,80.0,68.8817694567529
41,3081,60.0,77.12635833127364
41,54272,80.0,74.43419836088141
41,30707,80.0,73.68709175541034
41,48394,60.0,57.57820739076559
41,86882,70.0,74.5828027224477
41,66097,80.0,75.50407548612661
41,1961,80.0,62.84466757250075
41,3996,70.0,75.08578142146878
41,3949,80.0,77.09660964171243
41,109374,70.0,74.84825079484077
41,597,60.0,55.85110774929287
42,2915,80.0,75.0065211913108
42,1573,80.0,68.455578624156
42,1307,80.0,82.66261668817887
42,432,60.0,65.62343601621036
42,2706,100.0,71.2170908934542
42,296,100.0,80.51576465615705
42,2424,80.0,53.16987634093472
42,2002,60.0,56.222197397676645
42,4509,100.0,62.095037040469755
42,260,100.0,94.1519407814823
42,3261,40.0,72.25445556708779
42,4293,80.0,58.1798782057383
42,2997,80.0,93.55212505793193
42,590,80.0,80.98074429866105
42,468,80.0,78.15585457539287
42,2155,60.0,60.20293583836524
42,1682,60.0,80.64543998048232
42,2028,100.0,94.6737566660734
42,1876,80.0,63.853083832067874
42,3173,80.0,69.65761777408656
42,3082,100.0,70.9825357836858
42,3142,80.0,75.05671726411694
42,2580,80.0,82.39211457179641
42,858,100.0,96.8664577707303
42,1667,40.0,52.12506886396211
42,1124,100.0,85.20651903440067
42,733,40.0,71.93956096063285
42,141,20.0,82.54743595369678
42,236,60.0,64.69214835625979
42,592,60.0,70.87562645754748
42,2574,60.0,40.844182200807495
42,252,80.0,74.2715407974715
42,1231,100.0,93.07902822870426
42,1687,60.0,67.82044866069363
42,3098,80.0,74.58819588513472
42,2421,40.0,55.66353755781576
42,3408,80.0,70.19088998644528
43,329,100.0,82.28062370595296
43,79,100.0,50.969429563625035
43,374,100.0,76.56372363781165
43,11,80.0,83.72019869273711
43,434,100.0,80.3260956728941
43,110,60.0,100.0
43,595,100.0,100.0
43,648,100.0,100.0
43,174,100.0,63.24881734864742
43,419,100.0,90.8983260219353
44,1429,100.0,67.40227744171646
44,673,20.0,66.67270518799371
44,1405,80.0,61.593850521291444
44,3,60.0,70.9180432378989
44,805,80.0,72.12553200431992
44,1544,20.0,60.22025189494015
45,3175,60.0,77.27517320186135
45,367,80.0,60.11878509787116
45,316,80.0,72.70780055832343
45,317,60.0,67.84069403016613
45,4958,80.0,70.5898167492521
45,2672,20.0,72.15499198105962
45,2064,80.0,82.03704806984987
45,5528,100.0,92.61911251951238
45,2771,100.0,64.16501308916983
45,1393,100.0,73.45425691106718
45,2947,80.0,77.0243917386112
45,3793,100.0,80.89189885786658
45,849,60.0,60.45470511423466
45,2700,100.0,90.7002272064505
45,2094,60.0,66.34470280560059
45,595,100.0,66.31182775465311
45,2687,80.0,79.43906011851038
45,1,80.0,69.85788660092248
45,1285,60.0,84.25521055927388
45,1921,100.0,97.672656594517
45,3298,80.0,80.26423840247493
45,1500,60.0,92.58700062850895
45,1569,80.0,79.1014436202839
45,1721,80.0,63.717273140688604
45,231,100.0,68.17416736742757
45,1396,80.0,86.58927432537507
45,3617,80.0,74.64545211773877
45,3510,80.0,81.22625793622147
45,1196,100.0,98.65666275434197
45,216,100.0,73.371835338009
45,1732,100.0,92.1225752335646
45,5589,60.0,70.83048229507591
46,32,80.0,85.08843934937767
46,316,80.0,62.27161919004516
47,147,70.0,69.20545814478439
47,1393,50.0,61.69934711807101
47,163645,60.0,75.65688793755224
47,161582,70.0,100.0
47,79242,60.0,100.0
47,30812,60.0,49.005156060319976
47,72998,50.0,69.70123475189538
47,590,70.0,59.87243727284815
47,40819,70.0,58.67450749895701
47,97938,70.0,70.0896920842688
48,2791,50.0,96.07628857217165
48,1580,100.0,80.36277311939571
50,923,80.0,73.8016423909217
50,6377,60.0,59.948998798971324
50,1251,90.0,72.7167970928046
50,85796,40.0,37.934743947237834
50,104283,70.0,78.33897329327192
50,1921,60.0,74.86965197049167
50,56174,30.0,41.896315439253954
50,47099,40.0,60.42237237354022
50,175661,30.0,46.21733028281296
50,1223,60.0,77.03021359052399
50,72378,20.0,39.25491829799337
50,170705,70.0,69.591572296057
50,2019,80.0,80.10375016318555
50,914,60.0,71.33160569544879
50,1199,80.0,78.16689582005066
50,54272,50.0,58.98857122964835
50,38038,60.0,62.597895635441034
50,2712,70.0,61.474265072754406
50,79702,40.0,68.44452820638266
50,62644,50.0,59.187159116207475
50,8928,80.0,55.002218608143316
50,2006,50.0,52.85184146735162
50,783,50.0,36.37496972687072
51,4447,60.0,60.10754015172938
51,3070,100.0,78.54271060930483
51,616,80.0,87.81816553634319
51,2167,80.0,67.31387168836318
51,1641,80.0,86.44658487178853
51,1243,100.0,96.98364024697916
51,236,100.0,59.008359453869105
51,661,60.0,84.77041125232826
51,2124,80.0,56.71904284723092
51,2605,80.0,79.65646906423281
51,1215,100.0,92.4639050620837
51,4262,100.0,95.08307443154249
51,3255,60.0,85.85408343548757
51,3489,100.0,77.43764943658988
51,3115,100.0,76.93963564771347
51,1953,100.0,80.0015466309717
51,2580,100.0,86.6145570444535
51,2664,80.0,78.88128961025087
51,93,60.0,58.84615168686507
51,230,50.0,69.87051143058156
51,3421,100.0,93.86065586483848
51,2916,30.0,84.03724200706274
51,433,70.0,65.25906208601779
51,4148,10.0,61.46935321796049
51,719,90.0,61.94871374186749
51,2321,100.0,80.14664551220862
51,2194,100.0,86.8799579981091
51,3959,90.0,76.04374293716606
51,5505,80.0,79.82929384477478
51,5956,100.0,80.35152563681211
51,1011,30.0,64.8935909700981
51,5816,100.0,69.86947759778909
52,122882,100.0,100.0
52,110501,100.0,100.0
52,71535,90.0,76.60277283958936
52,1210,100.0,95.54726364285278
52,93838,70.0,100.0
52,58998,100.0,100.0
52,81847,80.0,99.24725761777358
52,35836,90.0,70.53844233572104
52,49530,100.0,86.28427337676442
52,54503,80.0,99.54404794731637
52,52328,100.0,87.72906823881371
52,70286,100.0,98.88137659847163
52,1196,80.0,83.20116133419342
52,34405,90.0,91.49457359548974
52,119145,80.0,74.87294277862885
53,413,100.0,100.0
53,880,100.0,100.0
54,17,60.0,77.00057892746722
54,47,60.0,74.40049141530434
54,194,60.0,40.08339446499623
54,288,60.0,72.5390145871022
54,410,60.0,52.804155491108475
55,54286,80.0,58.93848443200698
55,3101,20.0,56.324848124535734
56,380,80.0,72.29699077530087
57,1283,100.0,87.79349924403928
57,3479,80.0,76.31811732789654
57,296,60.0,94.49477308501852
57,2709,60.0,62.88361039858039
57,89,40.0,65.38169611681047
57,516,40.0,61.22630607382821
57,1198,100.0,95.64130167221865
57,969,80.0,81.95444112457082
57,951,80.0,88.6544520570439
57,1674,60.0,77.52959086870362
57,235,100.0,76.17092983471099
57,2858,100.0,83.93387551352875
57,1047,80.0,58.96096399525786
57,2407,60.0,66.6419684707248
57,2108,60.0,68.2274404358839
57,553,80.0,75.23104236215374
57,1303,60.0,79.4824110615373
57,2311,80.0,69.78342972054767
57,2080,80.0,74.01172174317998
57,2681,60.0,70.59960607275453
57,2005,60.0,73.50165031257335
57,1212,100.0,77.38029418834913
57,3260,60.0,75.53085529381254
57,1407,60.0,69.83966111457318
57,1616,60.0,58.12114157988698
57,3811,80.0,74.45976751890494
57,2762,100.0,87.65838473829528
57,2470,60.0,62.6852386330686
57,1580,80.0,66.43881161942011
57,1670,80.0,41.18334523129067
57,592,80.0,77.49050400055037
57,367,60.0,66.6280218998916
57,158,20.0,55.35124264005979
57,1678,60.0,77.51211994332661
57,745,80.0,89.37393367203164
57,3255,60.0,70.27437681075641
57,1221,100.0,91.13935494638451
57,52,60.0,70.28066800793059
57,1372,80.0,66.1416837325234
57,1722,40.0,55.108242422914515
57,1653,100.0,79.90377844435092
57,1032,80.0,68.49078117675701
57,1250,100.0,83.13886629659534
57,2302,40.0,82.23142371534036
58,153,60.0,72.02537572039442
58,362,100.0,74.0680239487801
58,110,100.0,93.67030074804062
58,339,100.0,74.98676104798366
58,296,100.0,83.07405975120103
58,292,80.0,69.96551661181908
58,589,80.0,73.86915104731901
58,780,100.0,87.1767075586789
58,36,80.0,81.63911228969378
58,225,60.0,70.52256613620685
58,333,100.0,73.82442551010786
59,1617,80.0,100.0
59,367,80.0,75.57819965651873
60,50,60.0,87.75568308129931
60,60,60.0,74.4563179002539
60,2724,60.0,58.512331690611475
61,1090,80.0,94.8791961979477
61,1080,70.0,94.83279807065259
61,1653,90.0,90.32169978685143
61,6874,80.0,92.06493964941923
61,32,90.0,90.08143792346982
61,4011,90.0,100.0
62,103341,80.0,85.45297781330942
62,166528,90.0,97.63383444739956
62,858,100.0,100.0
62,1653,100.0,90.94032138779578
62,58559,100.0,100.0
62,318,80.0,100.0
62,47610,80.0,90.85038113625421
62,1089,100.0,97.55235937157296
62,69122,80.0,84.57687606399047
62,60072,70.0,81.3058336127022
62,136020,90.0,62.958312328594346
62,74458,80.0,83.49001538061343
62,48394,90.0,73.19068110047878
62,1610,80.0,90.90313284261697
62,89492,80.0,91.62505859815384
62,7373,60.0,83.5628983751094
62,77561,70.0,78.81084014586271
62,410,90.0,83.37824656706272
62,78772,20.0,62.933581841814004
62,111362,80.0,90.59105719914157
62,3252,90.0,100.0
62,69757,90.0,92.21396625755068
62,5618,100.0,94.27266872132168
62,88140,80.0,85.4101049851145
62,4011,90.0,96.77217104153766
62,8360,20.0,73.23153513963932
62,88125,90.0,84.7602414209141
62,84152,80.0,86.87883398619516
62,37733,80.0,80.64622782347266
62,37729,80.0,91.90712099088697
62,98809,90.0,98.5060927766096
62,51662,90.0,97.44320883758047
62,6365,100.0,84.9603432543852
62,64969,90.0,85.01986376246438
63,4890,40.0,51.521282725653954
63,58559,100.0,89.29744195211254
63,745,100.0,88.27065201595444
63,8917,80.0,67.15338245892796
63,2692,90.0,77.24214224980136
63,6365,40.0,69.46654728403234
63,4734,70.0,64.17581743880599
63,4995,80.0,83.10628766010818
63,4306,50.0,91.01653971698609
63,54286,80.0,75.06193872382147
63,89753,100.0,61.12126221625152
63,344,100.0,62.45982646198681
63,111,60.0,83.34981907616095
63,3285,40.0,51.70875520139687
63,7387,40.0,79.59457131711419
63,45722,80.0,64.06235317795739
63,3868,70.0,79.5051074430247
63,10,60.0,71.43728616519593
63,778,80.0,84.61611328913934
63,5445,80.0,68.57140853835321
63,33004,70.0,77.2949775904467
63,77455,100.0,81.03272308274504
63,1203,80.0,85.98941678280599
63,589,80.0,74.62879764888633
63,60069,80.0,82.07405517694752
63,1234,50.0,81.56297881775895
63,4011,70.0,81.19318082005678
63,45728,80.0,92.96282926000667
63,53972,80.0,67.74579647826141
64,2804,100.0,97.39382038686328
64,6218,80.0,65.95811460930716
64,1092,90.0,77.37234760626161
64,4223,70.0,64.63611549892943
64,27801,70.0,84.92941220140494
64,2770,80.0,55.53930249427628
64,1101,60.0,82.8829667717246
64,7445,70.0,68.77550264803344
64,33166,50.0,85.30461031612592
64,3996,90.0,93.02820992578184
64,1704,90.0,92.65605970170179
64,466,70.0,49.251702768599415
64,1250,100.0,86.03578915328028
64,4343,50.0,56.86849336202381
64,1287,90.0,91.71890726620511
64,198,60.0,75.66579461918023
64,2082,60.0,57.05159486219668
64,1645,50.0,78.88178335896212
64,3105,80.0,82.13503761835248
64,6863,70.0,74.55291695364241
64,785,70.0,70.36900647928718
